latitude,longitude,rwi,error
23.5539161,-99.9206543,0.049,0.395
19.4873072,-101.2390137,-0.309,0.446
18.8647066,-96.9543457,1.025,0.547
20.8485448,-97.6135254,0.143,0.5
20.6636257,-100.9753418,0.201,0.448
18.260653,-95.1086426,-0.492,0.487
18.1145288,-94.7570801,-0.192,0.49
18.9478555,-97.0202637,0.514,0.545
17.4449916,-99.4592285,0.523,0.539
21.5859348,-98.9318848,0.094,0.467
19.9217124,-97.701416,-0.664,0.487
17.8846589,-92.6696777,-0.816,0.478
25.2943708,-103.260498,-0.427,0.45
24.6570018,-107.611084,0.83,0.457
19.9423689,-99.1955566,0.405,0.529
24.5571158,-107.1057129,-0.318,0.433
21.156238,-98.8659668,-0.764,0.482
20.0456105,-99.2175293,0.873,0.529
18.8854977,-98.0310059,-0.069,0.554
26.2244465,-98.6462402,-0.233,0.426
19.9836736,-96.8884277,-0.715,0.49
20.4373076,-100.579834,-0.391,0.463
20.8690774,-100.7775879,0.862,0.439
20.1694109,-97.4816895,-0.07,0.507
19.6322399,-104.0515137,-0.436,0.416
20.128155,-101.1730957,1.23,0.43
24.9561796,-101.217041,-0.408,0.372
18.3232401,-95.6359863,-0.482,0.462
18.3858046,-95.7897949,0.315,0.567
23.3725134,-100.0964355,-0.198,0.435
18.093644,-95.8996582,-0.096,0.559
19.3422447,-104.9084473,-0.122,0.455
19.7977172,-98.7121582,0.493,0.534
20.8074712,-100.8654785,0.019,0.423
18.6358348,-97.635498,0.668,0.499
19.445874,-99.9206543,-0.583,0.486
22.8673176,-101.9641113,-0.458,0.43
23.0089639,-100.4919434,0.041,0.386
22.0958194,-101.920166,0.205,0.434
17.4449916,-92.8894043,-0.568,0.427
19.1970531,-103.5681152,-0.53,0.521
19.3007745,-101.5026855,-0.155,0.424
19.6322399,-97.2399902,0.275,0.515
19.9010533,-101.5026855,0.599,0.46
19.4665919,-100.4260254,-0.275,0.467
23.4934763,-100.4699707,-0.271,0.427
22.4211843,-100.2941895,0.264,0.481
20.6841834,-97.5695801,-0.804,0.68
19.3007745,-101.151123,-0.395,0.366
18.0727566,-93.3068848,0.348,0.621
27.2448621,-109.8742676,-0.312,0.445
18.1562911,-92.779541,1.059,0.619
23.6747124,-100.3820801,0.09,0.407
18.6566542,-97.9431152,-0.284,0.534
21.1972157,-100.1184082,0.073,0.477
21.156238,-86.8688965,1.473,0.565
21.7288855,-105.0183105,-0.388,0.442
18.2397857,-93.416748,-0.054,0.596
20.3137206,-97.2839355,-0.253,0.552
20.9511796,-101.3928223,0.519,0.501
16.1408153,-97.3718262,-0.487,0.474
18.8854977,-88.2531738,-0.782,0.494
19.5287298,-96.6467285,-0.388,0.526
17.7172934,-93.2629395,-0.606,0.541
17.7382226,-99.3493652,-0.315,0.468
19.6943139,-100.9094238,-0.746,0.415
25.1353386,-99.876709,-0.376,0.415
18.0518668,-94.7351074,0.205,0.58
21.810508,-102.3815918,-0.003,0.4
15.2735868,-92.911377,-0.468,0.482
19.8390597,-102.689209,-0.303,0.427
20.7252905,-97.3937988,-0.073,0.515
26.8142658,-107.0837402,1.213,0.479
17.0042615,-97.0422363,-0.212,0.518
16.7940233,-91.6589355,-0.393,0.421
16.1408153,-95.9216309,-0.564,0.461
21.1357449,-99.041748,-0.391,0.487
16.2674138,-92.2521973,-0.468,0.461
17.4449916,-94.822998,-0.005,0.456
19.445874,-97.9211426,0.255,0.556
20.9716982,-99.0197754,-0.696,0.437
19.0517333,-101.7663574,-0.358,0.412
15.4430906,-92.3181152,0.048,0.5
17.0672871,-92.208252,-0.362,0.472
18.260653,-101.7443848,0.0,0.373
19.445874,-89.7253418,-0.29,0.535
19.9836736,-100.0085449,0.203,0.485
17.6754275,-98.8659668,-0.303,0.486
22.7255234,-105.3479004,-0.57,0.355
19.176301,-101.9421387,0.009,0.392
20.7047384,-102.2497559,0.003,0.436
18.6358348,-95.3063965,-0.652,0.514
16.8991717,-92.845459,-0.541,0.468
20.7869302,-100.0524902,1.121,0.496
27.0493412,-107.1057129,-0.364,0.471
18.4275017,-97.2839355,-0.396,0.506
20.6636257,-100.2941895,0.532,0.398
20.7458399,-100.7775879,0.934,0.451
18.4275017,-93.2409668,0.122,0.573
17.1932744,-91.6809082,-0.582,0.438
21.4019335,-104.5568848,-0.326,0.427
17.4449916,-93.0432129,0.126,0.492
27.2057853,-107.9187012,0.096,0.507
22.5227053,-102.0959473,0.277,0.443
24.3971326,-105.2380371,-0.819,0.336
20.6430652,-98.0749512,-0.72,0.456
25.5919938,-97.8112793,0.228,0.428
20.4167166,-103.2385254,0.698,0.438
15.6970862,-96.4709473,-0.103,0.521
16.8991717,-96.2731934,-0.687,0.499
18.3649523,-96.6687012,-0.343,0.446
20.128155,-100.8874512,-0.399,0.418
21.258661,-102.8869629,-0.517,0.441
19.6943139,-98.7121582,0.76,0.551
19.8803914,-98.9538574,0.77,0.56
18.8647066,-99.5910645,0.016,0.549
20.7047384,-97.4597168,-0.407,0.545
15.146369,-92.4499512,0.779,0.574
17.2772184,-95.9216309,-0.939,0.503
17.2981985,-97.1520996,-0.636,0.474
20.0456105,-102.5354004,0.622,0.443
18.9686362,-101.854248,-0.571,0.342
19.1970531,-96.1193848,0.528,0.583
27.7710508,-106.204834,-0.585,0.352
18.5317,-97.2839355,-0.576,0.438
17.4240283,-98.9758301,-0.469,0.425
17.1092924,-92.010498,-0.495,0.446
18.1145288,-94.9987793,0.033,0.506
17.8009957,-94.9987793,-0.119,0.535
19.7356832,-98.2727051,0.179,0.461
24.9760991,-99.3933105,-0.507,0.43
23.2514401,-99.041748,-0.249,0.408
19.176301,-101.5686035,-0.76,0.364
24.537129,-101.3269043,0.726,0.398
21.0537441,-98.2067871,-0.506,0.444
20.1900348,-100.3601074,0.928,0.497
18.4900283,-97.2619629,-0.498,0.569
28.2560052,-111.3903809,-0.318,0.449
19.3422447,-99.239502,0.852,0.505
29.2384766,-100.9533691,-0.799,0.43
19.9423689,-102.9748535,-0.206,0.412
21.3405481,-101.5026855,0.126,0.431
24.8964019,-100.0744629,-0.277,0.404
23.3725134,-98.1408691,-0.152,0.385
19.3629758,-97.833252,0.859,0.559
19.1970531,-96.4929199,-0.566,0.506
18.7815164,-98.8000488,-0.541,0.524
20.6225019,-104.5788574,-0.594,0.387
19.6943139,-99.8547363,0.366,0.543
19.4044302,-97.7893066,0.126,0.511
25.7504244,-108.6877441,0.182,0.448
17.6544909,-99.810791,-0.159,0.511
21.1357449,-101.8762207,-0.335,0.504
19.6943139,-98.3825684,-0.064,0.536
17.9473804,-95.8996582,-0.357,0.547
20.6841834,-97.2619629,0.119,0.467
20.4373076,-97.2839355,-0.287,0.524
19.5080198,-99.239502,1.06,0.487
21.1972157,-88.8024902,1.185,0.577
16.3939308,-95.0646973,-0.124,0.5
19.01019,-103.8977051,-0.548,0.423
19.7563639,-96.7565918,-0.15,0.497
15.4007275,-92.713623,0.218,0.493
20.8074712,-99.0856934,-0.419,0.47
17.6126105,-96.5808105,0.087,0.505
19.8390597,-98.9978027,0.606,0.554
21.5859348,-101.4147949,-0.463,0.406
17.6963617,-94.7131348,0.044,0.526
28.6231031,-106.072998,0.861,0.419
20.2106559,-99.4152832,-0.171,0.5
24.4971459,-107.2375488,-0.72,0.434
22.4821059,-99.3054199,-0.547,0.457
20.004322,-102.3156738,0.873,0.491
24.6769694,-99.5471191,-0.272,0.392
24.8365952,-107.5012207,-0.156,0.484
20.2106559,-100.0744629,-0.238,0.446
20.128155,-100.1403809,-0.238,0.422
23.7752908,-103.6779785,-0.005,0.412
17.5497715,-100.1623535,-0.745,0.398
22.82682,-105.7653809,0.87,0.492
24.5571158,-106.5783691,-0.369,0.353
27.8876388,-107.1936035,-0.253,0.35
19.5908438,-88.4069824,-0.517,0.508
20.6225019,-87.923584,-0.576,0.481
21.0537441,-97.833252,-0.509,0.511
19.030963,-100.0305176,-0.141,0.491
21.8716943,-100.4260254,-0.243,0.407
19.4873072,-89.7912598,-0.643,0.453
19.6115432,-101.0412598,-0.49,0.398
20.1694109,-99.810791,-0.555,0.472
18.8439129,-97.4377441,-0.008,0.468
24.2369466,-99.7229004,-0.319,0.385
29.2576481,-108.0944824,0.708,0.386
17.7591494,-100.2722168,-0.67,0.395
22.4211843,-98.2287598,-0.005,0.436
20.2931131,-101.8322754,0.013,0.488
21.1972157,-104.6447754,0.074,0.447
21.5450657,-104.9304199,0.688,0.439
27.5374999,-110.2478027,-0.382,0.34
19.01019,-101.5246582,-0.319,0.356
20.8485448,-101.4587402,0.509,0.397
17.1302914,-91.5270996,-0.646,0.505
16.3306825,-97.5915527,-0.783,0.501
16.5835521,-96.7346191,0.741,0.541
18.4066544,-100.0744629,-0.153,0.482
21.2177003,-98.8000488,0.047,0.506
21.8716943,-101.151123,-0.022,0.403
18.5733616,-97.1520996,-0.039,0.474
20.0456105,-103.5461426,0.105,0.391
19.3007745,-104.7766113,0.313,0.433
21.3610128,-98.4265137,-0.659,0.433
20.3343253,-97.5915527,-0.294,0.452
18.615013,-98.8439941,0.44,0.501
19.4873072,-99.9645996,-0.159,0.479
28.5845213,-107.5012207,0.119,0.4
20.3755265,-100.4040527,0.613,0.461
16.3517676,-97.5915527,-0.441,0.511
18.3232401,-95.9655762,-0.333,0.487
18.6774709,-97.0422363,0.736,0.533
18.1562911,-96.1853027,-0.191,0.536
17.6544909,-95.0427246,-0.731,0.511
20.4373076,-90.0109863,0.268,0.526
17.4030627,-95.2624512,-0.657,0.469
20.4373076,-103.6340332,1.325,0.485
19.2178026,-101.5686035,-0.215,0.426
21.5655017,-102.4035645,-0.237,0.401
20.1075229,-97.5476074,-0.022,0.486
22.075459,-98.6242676,0.092,0.487
16.2885057,-95.0866699,0.353,0.596
19.9836736,-99.9865723,-0.099,0.492
20.8485448,-101.7443848,0.093,0.467
16.8150577,-93.4387207,-0.255,0.513
25.2943708,-100.0744629,-0.307,0.407
17.9473804,-92.6916504,-0.452,0.52
18.9894144,-98.0749512,-0.141,0.536
21.0742486,-97.6794434,-0.395,0.485
21.3610128,-98.9758301,-0.245,0.47
21.9124706,-102.4475098,-0.481,0.446
15.3795428,-92.7575684,0.119,0.51
22.0143603,-102.7111816,-0.576,0.437
27.6737985,-109.9182129,-0.051,0.429
18.2189158,-96.7346191,-0.148,0.432
22.4821059,-99.8547363,0.401,0.481
21.6472167,-101.5686035,-0.517,0.466
19.9836736,-99.1516113,1.112,0.536
22.0958194,-102.2277832,0.463,0.442
19.8390597,-96.6467285,-0.079,0.515
18.1980434,-95.723877,0.627,0.551
23.4128467,-105.369873,-0.4,0.372
21.1767283,-99.7888184,-0.52,0.432
30.8173458,-112.7307129,-0.026,0.471
22.1568828,-104.2932129,-0.592,0.338
32.5931055,-115.5432129,0.233,0.439
19.7977172,-97.5476074,0.562,0.52
18.1980434,-93.1750488,0.144,0.558
20.004322,-97.5915527,0.178,0.548
24.916331,-99.5910645,-0.108,0.401
20.7663865,-105.2380371,0.754,0.485
20.2106559,-101.151123,1.212,0.47
21.810508,-100.7336426,0.968,0.474
22.2789302,-102.2937012,-0.267,0.38
16.2463197,-97.3059082,-0.044,0.512
17.4030627,-95.8337402,-0.534,0.429
19.9630226,-102.9748535,0.166,0.433
20.7252905,-98.6682129,-0.005,0.503
20.8485448,-100.6018066,-0.048,0.448
17.5078668,-95.4821777,-0.593,0.463
21.1767283,-102.4694824,1.35,0.487
17.0252724,-91.9445801,-0.874,0.445
22.2789302,-98.6462402,0.326,0.477
16.9832482,-97.9211426,0.209,0.509
30.4013061,-111.5441895,0.384,0.464
21.8513017,-102.689209,1.211,0.452
20.2725029,-98.0969238,-0.187,0.486
18.0727566,-96.3830566,-0.396,0.548
19.0725011,-99.8327637,-0.511,0.51
20.8896072,-100.6237793,0.432,0.483
20.1900348,-101.0192871,-0.555,0.422
17.7382226,-97.8112793,-0.356,0.511
20.0662507,-101.4587402,-0.4,0.415
22.4414945,-100.8874512,-0.55,0.421
17.8219152,-101.2390137,-0.706,0.342
19.3422447,-102.2717285,-0.369,0.417
18.2397857,-100.3820801,-0.436,0.468
25.4928679,-108.885498,-0.419,0.37
21.4223895,-101.854248,-0.007,0.412
16.9412147,-96.0754395,-0.1,0.482
18.8023178,-102.7770996,-0.002,0.445
19.3215109,-98.2067871,1.224,0.498
19.1140289,-96.7565918,-0.537,0.493
21.3405481,-103.1506348,-0.687,0.442
15.4642688,-93.0871582,-0.629,0.425
14.8279911,-92.4938965,-0.32,0.521
15.2311894,-92.713623,0.041,0.442
32.6486253,-114.7741699,0.034,0.426
24.0966182,-106.9299316,0.321,0.441
24.7168951,-107.5891113,0.029,0.451
16.9201944,-96.4050293,0.722,0.501
29.8692284,-109.3029785,0.757,0.478
22.0143603,-99.1296387,0.023,0.421
25.4928679,-103.6999512,0.8,0.481
28.565225,-107.4353027,0.221,0.445
20.6430652,-101.3928223,0.958,0.497
28.4686909,-106.8640137,-0.23,0.49
31.1376028,-110.6433105,0.491,0.458
17.3191761,-92.8015137,-0.382,0.506
21.7697025,-102.5134277,0.695,0.432
22.7660511,-99.9865723,-0.052,0.435
20.4373076,-102.557373,-0.287,0.518
19.1970531,-98.4484863,0.503,0.544
26.1061204,-98.3825684,-0.127,0.447
17.8428322,-95.7678223,-0.662,0.486
18.1771685,-90.670166,-0.276,0.48
28.3720684,-105.6115723,0.493,0.425
24.7568079,-107.4572754,1.177,0.482
17.1092924,-95.8557129,-0.479,0.522
16.9622326,-95.1306152,-0.03,0.545
18.0100796,-96.2072754,-0.221,0.521
20.9511796,-100.579834,0.326,0.424
21.0537441,-98.6022949,-0.14,0.459
20.3549272,-98.6682129,-0.327,0.673
18.3440975,-100.0744629,-0.56,0.445
17.0672871,-99.2834473,-0.588,0.5
20.8280094,-105.1940918,0.644,0.483
17.7382226,-99.9865723,0.006,0.534
30.8362142,-112.7966309,-0.051,0.441
17.3401514,-95.2404785,-0.976,0.501
19.3837043,-90.5822754,-0.473,0.465
31.0435212,-116.2243652,-0.027,0.418
25.8097816,-107.5671387,1.11,0.467
18.6774709,-97.6135254,0.426,0.579
20.9511796,-88.6047363,-0.44,0.508
17.2981985,-97.4816895,-0.079,0.541
22.4008712,-97.9650879,0.771,0.529
18.8854977,-103.7878418,-0.282,0.407
19.5701418,-97.833252,-0.23,0.477
26.1652985,-98.6462402,-0.261,0.395
20.4784813,-103.4362793,0.991,0.485
27.9652945,-106.4685059,-0.361,0.37
16.1197076,-93.9221191,-0.115,0.459
24.7368531,-99.6569824,-0.264,0.414
20.581367,-98.470459,0.024,0.48
21.9736132,-102.689209,0.544,0.456
24.1968685,-104.6008301,-0.484,0.441
22.0143603,-102.2497559,0.142,0.448
25.0358382,-100.3161621,-0.214,0.415
16.8781467,-93.0432129,-0.263,0.458
17.6335519,-95.5041504,-0.401,0.524
21.156238,-104.9743652,-0.268,0.411
18.7399059,-97.701416,0.028,0.513
18.6982852,-96.1853027,-0.596,0.49
27.7321603,-107.5891113,-0.242,0.366
17.4030627,-94.8010254,-0.129,0.516
20.9101341,-99.7668457,-0.017,0.46
19.7149999,-101.217041,1.676,0.408
17.4659524,-92.3181152,-0.271,0.464
18.093644,-96.4050293,-0.409,0.509
18.0727566,-102.7331543,0.295,0.454
22.5430006,-103.0407715,-0.002,0.433
16.8991717,-91.5930176,-0.381,0.548
30.8550788,-112.6428223,0.395,0.461
20.0662507,-99.2614746,0.32,0.504
15.7182383,-91.9885254,-0.36,0.467
17.6963617,-95.8996582,-0.248,0.439
20.0456105,-102.8869629,0.205,0.444
22.8065667,-102.2277832,0.424,0.408
20.5196439,-98.4265137,-0.6,0.455
25.5325281,-103.5681152,0.027,0.453
19.5287298,-100.579834,-0.349,0.397
18.3649523,-99.5471191,1.057,0.544
27.44004,-106.9519043,-0.144,0.335
25.3340963,-105.3479004,-0.32,0.483
18.1562911,-93.4606934,0.099,0.495
16.5414301,-91.7907715,-0.066,0.42
17.3611242,-100.8654785,-0.22,0.386
21.2381821,-98.0090332,0.744,0.563
21.3814746,-98.6901855,-0.765,0.474
15.4854449,-92.1203613,-0.647,0.517
20.4578958,-100.7336426,0.02,0.444
21.0127268,-89.5715332,1.18,0.573
20.3755265,-102.6672363,0.506,0.445
19.4251534,-98.1408691,1.333,0.548
25.6514299,-103.5021973,0.603,0.439
18.8023178,-96.8444824,-0.431,0.496
20.4167166,-97.0422363,-0.197,0.495
17.3611242,-98.3605957,-0.521,0.411
18.6358348,-99.744873,-0.665,0.396
19.0725011,-96.2512207,-0.204,0.54
15.146369,-92.2741699,-0.267,0.522
21.3200806,-101.9641113,0.541,0.477
32.500496,-116.2902832,0.149,0.456
17.6754275,-96.229248,-0.409,0.563
17.9682826,-93.1750488,0.01,0.583
16.2674138,-92.076416,-0.363,0.491
20.7047384,-97.9650879,-0.174,0.503
19.2178026,-101.6345215,-0.081,0.426
16.8150577,-96.0754395,-0.427,0.427
19.6943139,-101.9641113,0.852,0.473
22.3602361,-105.1721191,-0.535,0.337
19.2800355,-104.2492676,-0.417,0.437
18.3232401,-95.9216309,-0.558,0.522
22.6647094,-102.9528809,-0.087,0.409
22.7052551,-98.9978027,0.222,0.459
17.5497715,-101.3049316,-0.632,0.403
16.6677684,-99.0197754,-0.265,0.553
18.7190968,-97.2180176,-0.299,0.468
18.1354112,-93.4606934,0.173,0.53
21.9328544,-97.7893066,-0.479,0.443
20.1900348,-100.4040527,-0.131,0.426
19.9630226,-98.0310059,0.256,0.502
25.4531946,-107.5231934,-0.507,0.355
17.5288204,-91.8127441,0.088,0.592
20.3755265,-101.5905762,-0.144,0.408
25.3340963,-100.5578613,-0.372,0.404
21.6880569,-103.260498,-0.273,0.398
31.081165,-116.2023926,0.004,0.442
18.5941885,-97.4157715,0.409,0.556
19.5494371,-99.8986816,-0.292,0.456
20.4990639,-102.2717285,-0.056,0.39
19.3422447,-98.3605957,0.204,0.513
25.5721751,-103.326416,0.235,0.468
21.3405481,-98.3605957,-0.135,0.491
16.5203656,-95.9216309,-0.231,0.475
26.1652985,-107.6989746,-0.293,0.361
16.2252233,-94.8449707,-0.44,0.468
30.7984737,-112.8405762,-0.226,0.444
17.0882909,-96.0754395,-0.082,0.548
21.0742486,-98.1188965,-0.322,0.507
32.0360196,-114.9719238,-0.088,0.455
16.7519476,-98.9538574,-0.252,0.496
17.6963617,-94.0319824,-0.858,0.498
19.0932663,-99.4372559,-0.45,0.481
23.8556976,-106.842041,0.143,0.468
22.1772314,-97.8112793,-0.052,0.466
20.4373076,-101.1730957,0.315,0.433
19.9010533,-102.0300293,-0.372,0.463
19.5701418,-100.2941895,-0.05,0.471
19.1140289,-102.2497559,-0.481,0.441
17.7382226,-95.1306152,-0.034,0.617
20.8280094,-98.1408691,-0.059,0.426
28.3140526,-111.3684082,-0.457,0.359
16.8150577,-99.1516113,-0.491,0.484
21.2996102,-98.338623,-0.179,0.462
22.7457888,-101.282959,0.153,0.365
22.6444321,-102.2277832,0.289,0.434
17.2772184,-98.6462402,-0.17,0.482
19.9423689,-96.7346191,-0.092,0.494
23.1504616,-106.270752,-0.659,0.453
15.0190747,-92.3840332,0.533,0.587
23.6948343,-100.4260254,0.152,0.432
18.4275017,-89.4396973,-0.23,0.513
26.5197349,-108.0505371,-0.723,0.36
18.0309744,-96.2512207,-0.116,0.52
20.25189,-101.8981934,-0.42,0.466
18.8647066,-98.470459,0.247,0.531
17.5497715,-99.041748,-0.612,0.487
20.7663865,-101.1730957,-0.312,0.396
20.7047384,-97.4816895,-0.097,0.509
18.3023803,-98.7341309,-0.658,0.493
16.9412147,-100.0524902,0.283,0.533
20.3549272,-101.7004395,-0.184,0.419
22.2382596,-104.666748,0.199,0.362
20.6430652,-103.0627441,0.621,0.451
20.1075229,-102.7111816,-0.036,0.469
24.9561796,-107.4572754,-0.029,0.399
17.9264757,-95.3942871,-0.691,0.477
26.9710372,-109.5666504,0.019,0.397
26.5197349,-108.4460449,-0.501,0.372
28.526622,-106.5124512,-0.4,0.404
20.4990639,-97.8112793,-0.24,0.478
19.8803914,-96.8664551,-0.412,0.577
17.1932744,-94.6911621,-0.818,0.449
24.5770993,-99.5471191,-0.019,0.423
20.2106559,-98.2067871,0.078,0.54
21.4632931,-98.2067871,-0.41,0.427
18.1562911,-95.0427246,-0.668,0.471
25.869109,-97.5256348,0.925,0.431
17.3820946,-93.2849121,-0.788,0.433
25.5919938,-102.1838379,-0.556,0.406
20.1694109,-100.7336426,0.229,0.446
24.9362569,-106.2487793,-0.709,0.51
30.9681888,-110.2697754,0.481,0.464
21.606365,-98.4265137,-0.1,0.497
20.8280094,-105.3918457,0.287,0.404
23.1100489,-104.7546387,-0.38,0.336
22.5835822,-102.5134277,-0.317,0.425
16.7940233,-92.7575684,-0.129,0.508
25.5721751,-108.4240723,-0.496,0.455
28.3913999,-106.842041,0.904,0.487
15.5701276,-92.911377,-0.322,0.46
16.8150577,-91.6149902,-0.379,0.42
17.0042615,-92.2961426,-0.316,0.5
17.3401514,-92.076416,-0.613,0.524
21.7697025,-101.6125488,-0.027,0.396
24.2369466,-97.767334,0.362,0.473
17.9055685,-93.4606934,-0.414,0.505
18.9894144,-96.6467285,-0.552,0.513
18.4275017,-96.3830566,-0.565,0.515
22.7052551,-100.2282715,-0.655,0.405
18.552532,-101.2609863,-0.213,0.399
19.3215109,-101.6345215,-0.361,0.502
15.5912928,-92.8674316,-0.815,0.419
27.2643953,-109.7644043,0.149,0.437
20.6430652,-100.6677246,-0.518,0.433
17.1302914,-99.041748,-0.882,0.497
22.5227053,-105.1281738,-0.396,0.34
16.6677684,-97.8112793,-0.903,0.519
16.0141357,-96.295166,-0.669,0.43
19.445874,-99.3713379,0.169,0.544
19.7563639,-98.9099121,0.289,0.565
22.075459,-102.0300293,0.14,0.395
20.4578958,-102.052002,-0.113,0.565
19.8597269,-97.4377441,-0.72,0.522
20.5607954,-102.1838379,-0.367,0.458
17.256236,-97.8771973,-0.07,0.504
24.4571501,-107.1057129,-0.232,0.418
22.2382596,-101.217041,-0.052,0.404
22.075459,-98.8439941,0.458,0.5
18.0727566,-102.6452637,-0.516,0.369
15.5066188,-92.2302246,-0.142,0.56
17.4659524,-92.8674316,-0.863,0.444
21.4223895,-98.1408691,-0.343,0.481
26.2835645,-99.8327637,-0.621,0.426
16.8150577,-99.7668457,0.313,0.514
18.1354112,-96.427002,-0.139,0.537
19.7356832,-98.9978027,-0.192,0.541
17.3191761,-94.6252441,-0.724,0.447
19.2385495,-102.2497559,-0.738,0.431
25.6514299,-100.3820801,1.384,0.452
25.6910376,-107.6989746,-0.373,0.407
18.6566542,-101.6125488,-0.471,0.472
17.6544909,-92.8894043,-0.357,0.515
20.8280094,-101.7663574,-0.174,0.426
17.214264,-91.7468262,-0.493,0.457
20.5607954,-97.4816895,1.274,0.549
24.916331,-104.8205566,-0.507,0.435
20.4373076,-103.963623,0.139,0.444
19.0725011,-98.3825684,0.275,0.52
21.0947502,-104.732666,0.191,0.432
20.4167166,-97.3718262,0.343,0.52
16.9412147,-96.9543457,-0.144,0.42
17.4240283,-98.6682129,-0.116,0.424
21.115249,-97.8991699,-0.667,0.454
18.2189158,-99.7668457,-0.567,0.456
20.2312743,-98.0529785,-0.052,0.527
17.9891824,-93.548584,0.153,0.505
17.9682826,-98.3166504,-0.277,0.471
17.7591494,-101.5246582,-0.06,0.4
22.9280413,-104.7546387,-0.691,0.336
20.6019358,-97.2839355,-0.511,0.489
25.8295607,-97.5476074,0.578,0.494
17.2352512,-96.229248,0.42,0.544
21.3610128,-97.6135254,-0.315,0.529
20.8896072,-101.8762207,0.55,0.398
19.9217124,-96.5808105,-0.479,0.498
26.7357986,-108.9074707,-0.198,0.396
22.6444321,-101.2390137,-0.24,0.371
20.1900348,-102.2717285,0.42,0.389
22.7255234,-100.3820801,-0.207,0.34
17.2352512,-92.4279785,0.338,0.517
19.176301,-101.6125488,-0.398,0.433
24.0765587,-103.0847168,-0.165,0.387
22.2382596,-102.4035645,0.353,0.42
17.4240283,-95.4162598,-0.567,0.496
23.1302568,-102.7331543,-0.119,0.435
17.7382226,-93.9660645,-0.545,0.524
17.8637468,-90.4504395,-0.011,0.593
20.4167166,-103.1286621,-0.032,0.442
17.6963617,-93.482666,-0.048,0.568
18.9478555,-100.1403809,0.084,0.469
21.0332369,-98.338623,-0.401,0.543
18.9270721,-99.4812012,0.657,0.53
17.9055685,-98.9099121,-0.114,0.436
16.8571194,-97.0422363,-0.545,0.443
25.2148807,-103.458252,0.434,0.37
21.810508,-102.8869629,-0.473,0.425
25.5325281,-102.0959473,-0.74,0.379
30.6095493,-106.5124512,0.971,0.422
32.4263397,-116.685791,0.19,0.497
17.1932744,-97.0202637,-0.684,0.426
16.4360849,-95.9875488,-0.725,0.482
16.4360849,-93.3288574,0.289,0.577
24.0163614,-104.6887207,1.316,0.427
17.7382226,-93.8562012,-0.639,0.455
21.0742486,-100.2941895,0.286,0.453
19.7770419,-97.6574707,-0.268,0.51
16.7098626,-94.7351074,-0.751,0.529
21.2177003,-100.8435059,0.693,0.436
20.4578958,-99.2614746,-0.177,0.507
20.581367,-100.2062988,0.577,0.446
26.0666517,-108.2043457,-0.641,0.338
16.8360897,-99.0856934,-0.035,0.555
15.2735868,-92.2741699,-0.29,0.559
20.4990639,-99.3493652,0.163,0.495
20.4578958,-87.6818848,-0.648,0.479
16.2252233,-90.736084,-0.8,0.455
21.115249,-104.3151855,-0.309,0.446
17.0252724,-96.9763184,-0.087,0.417
28.1785594,-107.9846191,-0.621,0.349
19.3422447,-98.4924316,0.524,0.529
15.8873757,-96.6027832,-0.594,0.44
21.3610128,-101.1291504,-0.528,0.418
25.8493365,-99.7888184,-0.568,0.434
21.115249,-99.6350098,0.153,0.485
23.7953972,-97.8771973,-0.58,0.401
26.0469124,-105.2600098,0.037,0.429
17.2981985,-93.8562012,-0.847,0.505
17.5078668,-92.010498,0.819,0.556
25.7306321,-103.392334,-0.446,0.445
20.8485448,-101.3708496,-0.388,0.465
22.9280413,-104.6008301,-0.188,0.359
22.3399141,-101.0852051,0.445,0.407
21.810508,-99.942627,-0.047,0.429
17.5916666,-99.942627,0.973,0.516
16.7940233,-92.9772949,-0.487,0.507
16.9412147,-91.9445801,-0.657,0.462
18.8023178,-95.8337402,-0.54,0.499
15.5277906,-92.2302246,-0.368,0.524
24.9561796,-105.0622559,-0.627,0.395
21.3610128,-100.9753418,-0.007,0.466
22.5430006,-102.3156738,-0.406,0.45
19.7770419,-98.1188965,0.152,0.497
21.1972157,-97.767334,-0.278,0.518
20.2106559,-100.3381348,-0.059,0.439
15.929638,-92.9772949,-0.794,0.48
16.3095952,-98.0749512,-0.246,0.441
16.1619207,-93.0871582,0.727,0.565
21.2381821,-98.1848145,-0.621,0.509
18.7815164,-100.2941895,-0.577,0.448
25.4531946,-108.248291,0.188,0.44
17.1932744,-92.2961426,-0.335,0.421
20.8074712,-101.986084,0.234,0.443
17.9264757,-92.1203613,-0.279,0.467
25.908644,-108.2702637,-0.34,0.39
22.2585964,-99.6789551,-0.279,0.433
27.9264736,-108.314209,-0.853,0.359
32.5560732,-116.4440918,0.121,0.425
26.775039,-108.4460449,-0.307,0.428
17.4030627,-97.9211426,-0.58,0.429
25.7504244,-103.260498,0.537,0.483
28.1398155,-106.2268066,0.296,0.41
17.5916666,-99.239502,-0.336,0.493
20.9101341,-97.6135254,-0.228,0.501
17.3820946,-97.8552246,-0.849,0.428
26.853479,-107.479248,0.458,0.335
25.8295607,-100.0744629,-0.638,0.507
18.3649523,-95.1965332,0.046,0.522
21.156238,-102.3815918,-0.415,0.537
21.4019335,-102.0739746,-0.161,0.445
19.6943139,-99.3933105,-0.349,0.511
22.8875618,-109.8962402,0.277,0.544
17.0042615,-99.2175293,-0.343,0.542
